instruction,response,source,conversation_id,movie_title,genres
J'y vais. Mais pas toi.,"Espèce de merde! Je déciderai si j'y vais ou non. Pas toi. Je ne sais pas ce que vous faites sur votre planète, mais je ne pensais pas que c'était très gentil de me sortir comme vous.",cornell_movie_dialogs,conv_28184,starman,"adventure, drama, romance, sci-fi"
Pourquoi ça n'imitait pas Fuchs? Ce n'est pas son numéro -- pour obtenir plus de recrues.,"Ce n'était pas assez de temps. Le générateur était sorti, quoi...? Trente minutes. Ça prend une heure, peut-être deux pour absorber quelqu'un.",cornell_movie_dialogs,conv_29910,the thing,"horror, mystery, sci-fi, thriller"
Que veux-tu que je fasse? T'épouser à la place?,"Pour être la femme d'un pauvre joueur? -- Puis-je souhaiter ça pour Lady Viola, sauf dans mes rêves? Et pourtant je le ferais, si j'étais libre de suivre mon désir à la dure lumière du jour.",cornell_movie_dialogs,conv_69264,shakespeare in love,"comedy, drama, romance"
Peut-on les tuer?,"Ces trois-là sont morts dans l'accident. Leurs corps sont aussi fragiles que les nôtres. Il suffit de passer à côté de leur technologie, ce qui est, je suis désolé, beaucoup plus avancé.",cornell_movie_dialogs,conv_13384,independence day,"action, adventure, sci-fi, thriller"
"On va démonter son vieux Batmobile, puis le remonter comme une bombe H sur roues. Capiche? Le vainqueur d'hier est la vapeur de demain.","Il aurait plus de pouvoir en tant que martyr. Non, pour détruire Batman, il faut d'abord le transformer en ce qu'il déteste le plus. Ce qui veut dire, nous.",cornell_movie_dialogs,conv_36892,batman returns,"action, crime, fantasy, thriller, animation, crime, fantasy, action, thriller"
Donc tu as décidé d'aller en Amérique.,"Oui, mais nous n'avons pas beaucoup d'argent, et voyager est si cher et difficile. C'était bien plus que ce qu'on pensait. Et puis le capitaine Renault nous voit et il est si gentil. Il veut nous aider.",cornell_movie_dialogs,conv_5725,casablanca,"drama, romance, war"
Peut-être que la machine est en clignement! Il ne cesse de ramasser de vieux films. C'est pas vrai?,"Ce n'est pas la machine. Il y a une erreur dans les numéros de code personnel... Voilà! C'est un B58/732 quand ça devrait être un T47/215... Tuttle... il devrait avoir £31.06, débité sur son compte pour les procédures électriques, pas Buttle.",input_target_csv:input3.csv+target3.csv,input_target_input3_105516,,
"Eddie? Le gars balistique, George...? Il a appelé et... Ses tests montrent que l'arme de Shu a tiré la balle qui a tué Jimmy Chin.",George est un putain de cas d'épuisement. Je ne le voulais pas à la barre de toute façon. Prends d'autres noms de Billy.,cornell_movie_dialogs,conv_31477,true believer,"drama, crime"
"C'est vrai! Allez! Espèce de connard. Tu trouves ça drôle, connard? Si tu n'es pas mort, je vais te tuer!","Oh, mon Dieu! Oh, mon Dieu! Oh, mon Dieu! Il n'est pas mort?",cornell_movie_dialogs,conv_49311,final destination,"horror, thriller"
C'est de la fiction.,"C'est de la fiction! Tu ne vois pas ça? C'est une autre réalité. Et les gens qui viennent dans le monde pour jouer à ce jeu -- personne ne les force! Ils sont là, ils connaissent les règles, les enjeux, les risques! Vous comprenez ce que je dis? Personne n'est innocent, y compris toi!",cornell_movie_dialogs,conv_35651,assassins,"action, thriller, crime"
"Si jamais je le retrouve, vous verrez qui est le témoin des deux. Je vais le combattre avec l'épée ou avec le pistolet, capitaine comme il est.","Mais capitaine Best est déjà connu comme un vaillant soldat, et est célèbre comme un homme de la mode à Londres. C'est très bien de vous battre contre les garçons des fermiers, mais combattre un Anglais est une affaire très différente.",cornell_movie_dialogs,conv_3682,barry lyndon,"drama, romance, war"
"Bien sûr. Pas d'endroit pour se baigner pendant des jours, dormir dans des lits infestés de puces... Ils vous en parlent dans ces livres?","Tu vois ce que je veux dire. Je vais bientôt me marier, mais je n'ai pas vécu la vie que je veux.",cornell_movie_dialogs,conv_43954,"crouching tiger, hidden dragon",action
"Mon anniversaire? Je l'ai oublié, merci de vous souvenir de mon anniversaire.","Je vous présente mes félicitations pour votre anniversaire et mes meilleurs vœux pour votre bonheur futur, votre bonne santé et votre succès continu. J'ai demandé aux Fées de t'envoyer des fleurs. J'espère que tu les aimeras.",dialog_csv:test.csv,dialog_test_911,,
"Tu ne vois pas? Le reste du pays regarde New York comme si nous étions communistes de gauche, juifs, homosexuels, pornographiques. Je pense à nous de cette façon, parfois, et je vis ici.","Max, si on vivait en Californie, on pourrait jouer dehors tous les jours, au soleil.",cornell_movie_dialogs,conv_34620,annie hall,"comedy, drama, romance"
"Ouvre les yeux une fois, idiot. Ce n'est pas tous les jours qu'un fils Sandman est né. C'est lui!","Peut-être pas. Quelle est la différence? Allez, Logan, sortons d'ici avant que tout le monde le découvre.",cornell_movie_dialogs,conv_17313,logan's run,"action, sci-fi"
Comment ça?,"Mercedes noire, 600S.",cornell_movie_dialogs,conv_41181,cellular,"action, crime, thriller"
Contexte: je suis freelance. Puis-je passer de mensuel a annuel?,"Ajoutez votre nouvelle carte dans les moyens de paiement et mettez-la par defaut. Si vous voulez, je peux aussi vous donner une checklist concise.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_67039,,
Ils ne croient pas aux signes ici?,"Que diraient-ils? ""Dix kilomètres à gros rocher."" ""Vingt miles à plus gros rocher.",cornell_movie_dialogs,conv_52388,the horse whisperer,"drama, romance, western"
Il a survécu?,"Le médecin qui l'a sauvé ne pouvait pas l'enlever, donc Renard l'a tué. Quand Interpol a trouvé les rayons X, il y a eu une légère jubilation. C'est un homme mort.",input_target_csv:input3.csv+target3.csv,input_target_input3_220333,,
Je veux dicter ma déclaration pour demain. Je ne peux pas parler sans notes. J'aime avoir des choses en noir et blanc.,"A demain matin, à la conférence. Tout ira bien, Preysing... Ne t'inquiète pas. Bonne nuit.",cornell_movie_dialogs,conv_11054,grand hotel,"drama, romance"
Vous n'avez pas vu le meurtre ou le corps? Comment savez-vous qu'il y a eu un meurtre?,"Parce que tout ce que cet homme a fait était suspect. Voyages de nuit sous la pluie, scies, couteaux, malles avec corde, et une femme qui n'est plus là.",cornell_movie_dialogs,conv_23754,rear window,"crime, mystery, romance, thriller"
Désolé pour Frida. Elle est amie avec Jen depuis toujours.,"Qu'est-ce qu'elle a? S'ils ne saignent pas, ils font du PMS. S'ils ne sont pas PMSing, ils vous avertissent de la mort imminente. Si vous avez de la chance, vous aurez une personne saine d'esprit une semaine par mois. Alors tu dois sortir avec trois ou quatre femmes juste pour avoir une normalité dans ta vie.",cornell_movie_dialogs,conv_44397,the curse,"sci-fi, horror"
"Quand je suis parti, tu as déjà remarqué quelque chose de drôle avec elle? Dis-moi la vérité.","Jack, s'il y avait quelque chose de drôle, je te le dirais.",cornell_movie_dialogs,conv_23681,raging bull,"biography, drama, sport"
"J'ai deja essaye les solutions de base. Coucou, Comment recuperer mon argent pour la commande ORD-668591?","Pour un article endommage, ajoutez des photos nettes pour un traitement prioritaire. Souhaitez-vous les etapes exactes a suivre maintenant?",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_71487,,
"Elle était seule, je lui ai parlé. Norman, je sais à quoi ça ressemble, mais...","Claire, écoute-moi. Je sais que tu es sous pression. Mais il n'y a pas de fantômes. Ils n'existent pas. Notre voisin n'a pas tué sa femme, et j'attends, pourquoi tu n'es pas habillé?",cornell_movie_dialogs,conv_81373,what lies beneath,"drama, horror, mystery, thriller"
Félicitations.,"De là, j'ai accès à toutes les données stockées sur les parents de Dade Murphy. Ses parents se sont séparés il y a cinq ans, se sont réconciliés deux ans plus tard, ont demandé le divorce l'année dernière, la garde bataille, garçon a choisi d'aller avec sa mère. Oui.",cornell_movie_dialogs,conv_52674,hackers,"action, crime, drama, thriller"
"C'est la façon de parler, fils! Je sais que tu as travaillé dur pour cette récolte. Mais on va s'embrasser.","Tu t'en sors? On fera mieux que ça! Je n'ai jamais pensé que je serais content de malchance, mais je le suis. Je n'ai jamais pensé que je serais heureux d'une tempête de grêle au moment de la récolte, mais je le suis! Oh, bénissez les œuvres du Seigneur dans la grêle, la tempête et la pluie!",cornell_movie_dialogs,conv_45434,the devil and daniel webster,"comedy, drama, fantasy"
Alors qu'est-ce qui se passe entre DeLa et toi?,Comment ça?,cornell_movie_dialogs,conv_3605,bamboozled,"comedy, drama, music"
"Regarde, Harp. Ne le livre pas aux uniformes comme un punk. Laisse-moi le monter.","Oui, bien sûr. Pourquoi pas? Vous vous méritez. C'est pour ça que je vous ai rassemblés. Bon sang, Pappas, tu es aussi mauvais qu'il est... parler de l'aveugle conduisant l'aveugle...",cornell_movie_dialogs,conv_65304,point break,"action, adventure, crime, drama, sport, thriller"
Tout de suite. Une chose dont nous devons discuter est le timing. Le timing est absolument crucial. Que fais-tu? Anthony!,Rien. Allez-y.,cornell_movie_dialogs,conv_5144,bottle rocket,"comedy, crime"
"Non, ne parle pas comme ça, fils. On va vous faire réparer.","Ce fut mon plus grand honneur de servir avec vous. Par votre exemple ces années, ma vie a eu un sens. J'ai été béni. Monsieur, je...",cornell_movie_dialogs,conv_9233,galaxy quest,"action, adventure, comedy, sci-fi"
"C'est ton histoire de vie, Wilbur! Tu viens de changer les dates!","Un stage et deux années de formation au Boston Lying-in, South End Branch. Pour son âge, il a été jugé chirurgien obstétrical gynécologique accompli; il est également expérimenté en soins pédiatriques...",cornell_movie_dialogs,conv_6078,the cider house rules,"drama, romance"
Je l'ai attrapé une ou deux fois.,"Bien sûr! La série Hospital la plus populaire de D.T.V. mettant en vedette ces favoris vivaces, Cosmo et Nation McKinley. Neuro-spécialistes par excellence... si vous pardonnez mon français. Je vous recommande de leur envoyer Brad pour un traitement!",cornell_movie_dialogs,conv_25102,shock treatment,"comedy, musical"
"Maître... j'ai commencé à apprendre de vous en secret quand j'avais 10 ans. Tu m'as enchanté avec le monde de Giang Hu. Mais une fois que j'ai réalisé que je pouvais te surpasser, j'ai eu tellement peur! Tout s'est effondré. Je n'avais personne pour me guider, personne pour apprendre.","Crois-moi, il me reste une leçon ou deux pour t'apprendre!",cornell_movie_dialogs,conv_43944,"crouching tiger, hidden dragon",action
"Wade a raison, c'est un truc scientifique, magnétique, je ne peux pas l'expliquer, mais je l'ai vu.","Nous avons tous, il a neuf vies, ou il est à l'épreuve des balles, ou quelque chose du genre.",cornell_movie_dialogs,conv_68100,saving private ryan,"action, drama, history, war"
Est-il un peu tard pour appeler le Chancelier?,Peut-être... Je ne sais pas.,cornell_movie_dialogs,conv_32386,wonder boys,"drama, comedy"
Je vais voir ce que je peux faire.,"Tu devrais réfléchir à la quantité aussi. Mes enfants sont assis dans le putain de parking en ce moment, parce que je n'en fais toujours pas assez pour me permettre une bonne garde d'enfants. Ça me fait penser à chercher un travail où je suis appréciée, pour l'amour de la merde.",cornell_movie_dialogs,conv_47399,erin brockovich,"biography, drama, romance"
Que font-ils là-haut?,"Tu sais... buvez de la bière, racontez des histoires de fantômes. Ils essaient de se faire peur, en parlant de zombies et de choses... C'est pas grave, Chase. Je l'ai fait quand j'étais jeune.",cornell_movie_dialogs,conv_64427,pet sematary ii,"action, horror, thriller"
"Ouais, c'est merdique -- mais il n'est pas trop tard pour empêcher ça d'arriver ici.","Tout ce que tu fais, c'est empêcher les gens de travailler sur la terre, de vivre comme ils le sont. Tu ne comprends rien! Les trappeurs, les chasseurs -- nous faisons partie de l'environnement. Qui nous protège? J'en ai vu beaucoup comme toi. Alors...",cornell_movie_dialogs,conv_35363,arctic blue,"action, thriller"
"Pas le temps, pas le temps, oui. Asseyez-vous. Alex est assis à côté de lui.","À quoi dois-je ce plaisir extrême, monsieur? Quelque chose ne va pas? Deltoïde ""jouément"" saisit les cheveux d'Alex.",cornell_movie_dialogs,conv_42804,a clockwork orange,"crime, drama, sci-fi"
"Peut-être. Je ne sais pas. Il semble que Becker le fasse, mais au moins elle sait comment je suis mort.",Voyons s'ils ont une adresse pour Becker. Je veux aussi en savoir plus sur le gamin avec qui tu l'as aidé.,cornell_movie_dialogs,conv_30221,the jacket,"drama, fantasy, mystery, sci-fi, thriller"
Priscilla pense qu'une femme de plus de 30 ans qui n'est pas mariée doit être lesbienne. Elle pense qu'ils seront tellement soulagés que je suis un homme...,"Toujours réconfortant de voir un préjugé vaincu par un préjugé plus profond. Mais le mariage, l'homme... J'ai fait deux tournées en Asie du Sud-Est et j'ai été marié pendant cinq ans... Je ne pouvais pas vous dire quelle expérience était pire.",cornell_movie_dialogs,conv_58293,lone star,"drama, mystery, romance, western"
Dr Royer-Collard? Puis-je être le premier à vous accueillir à Charenton --,"Ça peut être un peu gênant, mon ami, mais ça n'en a pas besoin. Je suis simplement venu superviser votre travail ici, compris?",cornell_movie_dialogs,conv_23458,quills,"biography, drama, history, romance"
"C'est génial, Puff. Ça va.","J'adore ça. C'est un plaisir d'être dehors. Quelle merveilleuse invention une ville. Les immenses bâtiments de verre et d'acier scintillent dans le soleil de l'après-midi, les femmes bien habillées dans leurs meilleures frocs d'été, les vendeurs de rue colorés.",cornell_movie_dialogs,conv_13017,human nature,"comedy, drama"
Pas vraiment.,Oui! Il va faire la pire erreur de sa vie. Une petite salope viennoise essaie de le tromper en mariage. Je connais mon fils. Il est trop simple pour voir le piège - et il n'y a personne qui se soucie vraiment de lui.,cornell_movie_dialogs,conv_1863,amadeus,"biography, drama, music"
"Au revoir, M'sieu La... Oh, oui... C'est une affaire délicate et je ne veux pas... Vous voyez, si vous lisez attentivement ma publicité, vous avez dû remarquer qu'il y avait...","En d'autres termes, madame, cela vous embarrasse de m'offrir la récompense de vingt mille francs.",cornell_movie_dialogs,conv_77671,trouble in paradise,"comedy, crime, romance"
"Oh, non. J'aurais une pneumonie -- et si j'avais une pneumonie, je serais au lit pendant un mois -- et si j'étais au lit pendant un mois --","Ok, tu as compris. Nous devrons le faire mercredi prochain -- c'est la seule nuit de la semaine où je peux m'enfuir.",cornell_movie_dialogs,conv_35045,the apartment,"romance, comedy, drama"
Quels sont les critères d'admission du personnel? Est-ce qu'on inclut seulement notre équipe de direction dans cette affaire? Ou allons-nous inviter les employés de niveau inférieur à y assister?,"Les employés de niveau inférieur n'ont pas besoin d'y assister. Le but de cette retraite est pour la formation, en particulier pour notre équipe de gestion. Nous voulons développer une machine bien huilée à notre niveau de direction. Pour que tout le monde s'amuse, il faut qu'on s'amuse. C'est la raison de la retraite.",dialog_csv:test.csv,dialog_test_149,,
Mais j'ai laissé un frère et une sœur.,Moi aussi.,cornell_movie_dialogs,conv_78608,the magic toyshop,fantasy
"Oh, nous avons nos sources... Étirer la tête... c'était quoi... des machines à chewing-gum? C'est quoi, ça pour un adulte?","Tu sais. Petite ville, peu à faire le soir. La plupart du temps, c'était régler de vieux comptes.",cornell_movie_dialogs,conv_43317,cool hand luke,"crime, drama"
Mes assistants. J'aurais dû le savoir. Rien ne m'est donné. Je dois tout acquérir.,"C'est bien d'être sarcastique en privé pour nous -- parce que nous avons un sens de l'humour -- mais quand nous sommes au château, nous vous suggérons de ne pas faire d'histoires. Cela gâcherait l'impression que vous faites à d'autres égards.",cornell_movie_dialogs,conv_57168,kafka,"comedy, drama, mystery, sci-fi, thriller"
"Vos tactiques sont inutiles. Je ne m'appelle ni Buljanoff, ni Iranoff, ni Kopalski.","Oh, Ninotchka, qui veut parler affaires. Si tu gagnes le costume, très bien. Si on gagne le costume, c'est mieux. Tu me fais une injustice. Quand on est allés chez moi, est-ce que j'avais la moindre idée que vous aviez un lien avec ce marché?",cornell_movie_dialogs,conv_21226,ninotchka,"comedy, romance"
Vous plaisantez?,"Écoute, Angie, je veux te dire que tu étais très impolie hier soir. Je t'ai présenté la fille, tu t'es tourné et tu es parti. Pourquoi avez-vous fait ça?",cornell_movie_dialogs,conv_18521,marty,"drama, romance"
Qui l'a fait a quelque chose à voir avec... Vickie?,"Jack, non. Je viens de t'expliquer tout ça. C'était juste entre Salvy et moi, si ça avait quelque chose à voir avec toi et Vickie, je t'en aurais parlé.",cornell_movie_dialogs,conv_23688,raging bull,"biography, drama, sport"
"Sam, ta vie tourne mal - laisse tes amis te dire - Records est un département mort, aucun niveau de sécurité ne vaut rien, il est impossible de se faire remarquer -","Oui, je sais, fantastique, merveilleux, merveilleux - souvenez-vous de moi avec Alison - et les jumeaux.",cornell_movie_dialogs,conv_39743,brazil,"drama, fantasy, sci-fi"
"Oh, Calvin, je ne suis pas sûr que nous devrions faire des promesses qui ne peuvent peut-être pas être tenues.","Je crois qu'il y aura d'autres survivants. En fait, je suppose qu'il y a de la vie en surface, même maintenant. Ça ne vaut pas la peine de vivre, mais croyez-moi, quelque chose bouge là-haut. Et je ne parle pas seulement des cafards.",cornell_movie_dialogs,conv_4744,blast from the past,"comedy, drama, romance"
Elle a dû se promener avec les enfants.,Je dois la voir.,cornell_movie_dialogs,conv_66052,rambling rose,drama
"J'ai appris à la radio que les docteurs ont encore des sangsues. Tu sais, quand même les coiffeurs les utilisaient?","J'en ai un sur moi au lac Lanier. Lifeguard a versé du sel dessus et il est tombé. C'était affreux. C'était un garçon mignon, ça en valait presque la peine.",cornell_movie_dialogs,conv_32281,wild at heart,"crime, romance, thriller"
"Coucou, Ou en est ma livraison pour ORD-861542?","Consultez d'abord le dernier scan et la date estimee de livraison. Si vous voulez, je peux aussi vous donner une checklist concise.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_17564,,
"En équipe, le duo duncely se protège. Mais le Robin est jeune. Impétieuse. Si je pouvais l'avoir seul...",Un baiser et tu pourrais lever le masque de son visage sans vie. Leur identité secrète serait révélée. Mais comment mieux appâter un bride?,cornell_movie_dialogs,conv_37019,batman and robin,"action, adventure, crime, drama, sci-fi"
"J'étais d'humeur horrible - lui dire de ne pas s'inquiéter, je serai complètement hors de sa vie dans quelques jours.",Elle comprend ce que vous traversez et elle veut vraiment vous aider. Elle dit que le poste d'ordinateur est toujours disponible si vous le voulez.,cornell_movie_dialogs,conv_9982,ghost world,"comedy, drama"
"Lothar, pouvez-vous armer les bombes pour l'impact?","Mais je vous l'ai dit, je ne pense pas qu'on puisse ouvrir les portes de la soute à bombes.",cornell_movie_dialogs,conv_73093,dr. strangelove or: how i learned to stop worrying and love the bomb,"comedy, drama"
Reste avec moi ce soir. Pas parce que tu es payé. Reste avec moi parce que tu le veux.,Oui. Je le veux vraiment. C'est pour ça que je pars. C'est ce que tu m'as donné. Je sais ce que je veux. Je veux un mec comme toi pour de vrai. Pas parce que vous m'achetez des choses et me donnez de l'argent. La chose la plus gentille que tu aies jamais faite pour moi est de me tenir la main. Tu vas me donner ça?,cornell_movie_dialogs,conv_65493,pretty woman,"comedy, romance"
"C'est une groupie psycho-tueuse. J'ai reçu une lettre anonyme qui dit qu'elle a tué Bobby Vomit, Johnny Crunch, et maintenant, cette société dame.",Une fois que j'ai reçu une lettre anonyme disant que le monde serait détruit par une goutte de pluie mauve géante. Je n'ai même pas acheté de parapluie... Tu étais dans trop de discothèques dans les années 70. Les villageois ont pourri votre cerveau.,cornell_movie_dialogs,conv_50026,the adventures of ford fairlane,"action, adventure, comedy, music"
"Contexte: je suis etudiant. Coucou, Puis-je passer de mensuel a annuel?",Allez dans Facturation puis Gerer l'abonnement et choisissez Annuler.,qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_44683,,
Je pourrais aller à Dartmouth.,Dartmouth?!,cornell_movie_dialogs,conv_8236,fast times at ridgemont high,"comedy, drama, romance"
"Qu'est-ce que ça veut dire, un Cheval malade va nous avoir? Ça n'avait aucun sens.","Il citait la Bible, Révélations: ""Voici un cheval pâle Et celui qui s'assit sur lui était la mort et l'enfer suivit avec lui.",cornell_movie_dialogs,conv_78034,tombstone,"action, drama, history, romance, western"
Tu crois qu'il peut parler?,"Parler? Une fois, à un rassemblement, il a mis sa main sur une bougie. Et il l'a gardé là. Il l'a gardé dans la flamme jusqu'à ce que sa chair s'enfuie. Une femme qui regardait a demandé: ""Quel est le truc?"" Et il répondit. ""L'astuce ne tient pas compte.",cornell_movie_dialogs,conv_33987,all the president's men,"drama, history, thriller"
"Qu'est-ce qu'on fait, papa?","Qu'est-ce que je pense? Je pense que vous vous touchez probablement. Je pense que tu touches à ce crétin imprudent, et je pense qu'il essaie de te mettre dans le pétrin. Je pense qu'à quatorze ans, vous vous préparez à abandonner votre enfance...",cornell_movie_dialogs,conv_55007,the ice storm,drama
"Pourquoi, à ce stade, vous laissez - vous tant s'occuper des affaires?","Je ne veux pas que quelqu'un achète le travail de ma vie et le transforme en quelque chose que ça ne devait pas être. Un homme veut laisser quelque chose derrière lui. Et il veut qu'il le laisse derrière lui. Et il veut qu'elle soit gérée comme il le fait -- avec un sentiment d'honneur, de dévouement, de vérité. Ça va?",cornell_movie_dialogs,conv_60093,meet joe black,"drama, fantasy, mystery, romance"
"Marty, je ne sais pas comment te dire combien j'apprécie ce que toi et ta mère faites, parce que le genre de chose qui se passait dans notre maison était Virginia dans la cuisine faisant du lait pour le bébé. Alors ma mère entre...","Tommy, j'ai promis à la baby-sitter à six heures.",cornell_movie_dialogs,conv_18623,marty,"drama, romance"
Tu as travaillé pour ça -- si tu es sûr que c'est tout ce que tu veux.,J'en suis sûr.,cornell_movie_dialogs,conv_14738,jackie brown,"crime, drama, thriller"
C'était une autre fois.,Jusqu'où nous sommes arrivés. Dites-moi si vous avez besoin de quelque chose.,cornell_movie_dialogs,conv_27912,star trek: nemesis,"action, sci-fi, thriller"
"Bonsoir, L'application plante au demarrage.","Bien sur, je peux vous aider. Essayez d'abord de vider le cache puis redemarrez l'application.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_84446,,
Tu n'as plus besoin de baiser. Vous n'avez pas besoin de Dwayne Steele ou Odets ou de votre mère. Vous avez besoin de moi.,"Je sais, mais... Il y avait tellement de gens là-dedans, Harry. Chaque fois que je me retournais, quelqu'un me regardait, me regardait par-dessus l'épaule, me touchait, m'accaparait, me collait des choses. Quand je sens quelqu'un près de moi maintenant... n'importe qui... ma peau commence à ramper.",cornell_movie_dialogs,conv_8642,frances,"biography, drama"
Contexte: je suis client regulier. Pourquoi j'ai ete facture deux fois?,"Bonne question, voici une reponse claire. Ajoutez votre nouvelle carte dans les moyens de paiement et mettez-la par defaut.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_17370,,
C'était quoi ton problème avec Lateesha ce jour-là?,Nous avions besoin de vérifier des certificats pour Claremont. Elle pousse des trucs dans le système pour nous... nous aide à retrouver les pervers pour un coup de pied en arrière. Tout est légal. <b> INT. MUSTANG CONVERTIBLE -- [FLASHABK] JOUR </b>,cornell_movie_dialogs,conv_45723,domino,"action, crime, drama, thriller"
Oui.,"Donne-moi ça. Écoutez-moi, monsieur, je ne sais pas ce que vous pensez faire, mais démolir un bâtiment ne relève pas de la définition de l'aide! Il y a des centaines de personnes ici et vous en avez couvert la moitié en morceaux de verre.",cornell_movie_dialogs,conv_45551,die hard,"action, crime, thriller"
"Désolé, quel est votre intérêt?","Et les gens ici ne veulent pas de nous. Vous plaisantez? Les Egyptiens sont désespérés de se débarrasser des Colonies, n'est-ce pas? Leurs meilleurs gens s'agenouillent à genoux et supplient d'être épargnés. N'est-ce pas?",cornell_movie_dialogs,conv_46998,the english patient,"romance, drama, war"
"Selon Caltech, ce gars de Webber était un génie bonafide et une noix borderline.","Eh bien, lui et Mme Nutcase ont dû être ici quand l'avion a touché.",cornell_movie_dialogs,conv_4721,blast from the past,"comedy, drama, romance"
"Mais tu m'aimes bien, n'est-ce pas? Même si tu ne sais pas qui je suis?","Tu as été merveilleux! Je ne peux pas vous dire à quel point je suis contente que vous soyez ici, je ne connais pas beaucoup de gens et -",cornell_movie_dialogs,conv_42362,citizen kane,"drama, mystery"
"S'il vous plaît, vous êtes aussi ambitieux que moi, plus...","C'est peut-être le problème. Je veux une famille, Ellie. Je veux des enfants. Une maison de ville dans la rue L au lieu de vivre encore comme un étudiant. Une vraie vie. Peut-être que ça me fait une vente, mais je m'en fiche. C'est ce que je veux.",cornell_movie_dialogs,conv_43224,contact,"drama, mystery, sci-fi, thriller"
Ce genre de fusion. Elle est jeune? Joli?,"D'après nos conseillers fiscaux, elle n'en est qu'aussi. Mais - c'est comme ça que le pétrole coule. Un homme dans ma position a une certaine responsabilité envers les actionnaires - tous ces petits gens qui investissent leurs économies de vie -",cornell_movie_dialogs,conv_70882,some like it hot,comedy
Que s'est-il passé quand tu avais 12 ans?,"Pour la fête des mères, j'ai utilisé tout mon argent que j'avais économisé pour emmener ma mère à Kansas City. Nous avons fini nos ongles et avons déjeuné au ""Skies"", un restaurant au sommet d'un bâtiment d'où vous pouvez voir toute la ville. C'était la dernière sortie que nous avons prise ensemble. Elle est morte l'année suivante.",cornell_movie_dialogs,conv_21761,nurse betty,"comedy, crime, romance, thriller"
"Ça va aller, Charlie. Je suis content que tu sois passé. Je suis désolé si je sais que je cours parfois.","C'est pas vrai! Bon sang, je suis le genre de mec, je te le ferai savoir si je m'ennuie. Je trouve ça plutôt intéressant. Je suis le genre de schmoe qui s'intéresse généralement au point de vue de l'autre gars.",cornell_movie_dialogs,conv_36446,barton fink,"drama, mystery, thriller"
L'Empereur et moi sommes liés par les fils des Fates. Il est né le 31 août.,Ça fait son signe de naissance... La Vierge! C'est le signe d'une petite fille! Pouvez-vous en dire plus à mes lecteurs sur votre connexion avec l'empereur Commode?,cornell_movie_dialogs,conv_10615,gladiator,"action, adventure, drama"
"Hélène. Je l'ai vu mourir. Je l'ai vu brûler sur les escaliers du sous-sol, il n'a jamais atteint le sommet.",Ils ne se tuent jamais. Comment savez-vous que c'était lui. Tu ne l'as jamais rencontré. Tu n'as jamais vu de photo...,cornell_movie_dialogs,conv_43452,copycat,"crime, mystery, thriller"
Combien vaut votre âme si vous ne le faites pas?,"Mais c'est mon propre frère qu'ils veulent que je doigte et Johnny Friendly. Sa mère et ma mère étaient cousines. Quand j'étais si défoncé, il m'a emmenée aux matchs...",cornell_movie_dialogs,conv_63790,on the waterfront,"crime, drama, romance"
C'est un musicien très talentueux.,"Chaque femme à un moment donné doit sortir avec un musicien. Je voudrais que tu te débarrasses de Mark pour de bon. Chaque fois que tu romps, tu le vois plus que quand tu sortais.",cornell_movie_dialogs,conv_44415,the curse,"sci-fi, horror"
"Monsieur Newcombe, j'ai consenti des prêts difficiles au cours des dernières années, à des conditions très onéreuses, mais 18 % par an semble en effet très rigide.","Compte tenu de votre situation financière, M. Cosgrove, il a été impossible de trouver quelqu'un prêt à faire des affaires avec vous. Vous avez peut-être de la chance d'avoir cette opportunité. Mais, évidemment, si vous refusez cette offre, je continuerai à essayer de trouver une meilleure.",cornell_movie_dialogs,conv_3699,barry lyndon,"drama, romance, war"
"Je suis peut-être fermé, mais je ne manque pas de nouvelles. Je suis désolé que tu aies dû traverser tout ça.","Ce n'était pas si grave, chérie. Nous avons eu la chance que M. Gardiner s'est avéré si raisonnable.",cornell_movie_dialogs,conv_37754,being there,"drama, comedy"
Je n'y peux rien. Tu ne sais pas...,"Chérie, tu ne peux plus traverser ça. Maintenant, rassemblez vos vêtements et vos patins et nous irons chez ma famille à la campagne.",cornell_movie_dialogs,conv_77004,the thin man,"comedy, crime, drama, mystery, romance"
Vous n'êtes pas obligé de le faire. Nous avons perdu la tête et agi comme une foule. Nous...,"Ce que Bert essaie de dire, c'est que nous avons besoin de vous, M. Doe. Beaucoup d'entre nous ne croyaient pas ce que cet homme a dit.",input_target_csv:input3.csv+target3.csv,input_target_input3_50645,,
"Alors, fais-le tuer.","Ne sois pas si malin. Je veux dire, je connais ce putain de mec de 35 ans, je vais le buter pour toi? Fils de pute! Je le savais.",cornell_movie_dialogs,conv_40922,casino,"biography, crime, drama"
